Unnamed: 0,pmcid,fig_no,annotator_0,annotator_1,annotator_2,annotator_3,annotator_4,annotator_5,annotator_6,annotator_7,frequency(yes),link
0,PMC6323817,Fig. 6,yes,yes,no,no,no,yes,no,no,3,https://www.ncbi.nlm.nih.gov//pmc/articles/PMC6323817/figure/Fig6/
29,PMC6676540,Fig. 5,yes,yes,no,yes,no,yes,no,yes,5,https://www.ncbi.nlm.nih.gov//pmc/articles/PMC6676540/figure/Fig5/
