,Info_By_EuropePMC_Api
downloaded,True
htmllinks,https://europepmc.org/articles/PMC7811785
pdflinks,https://europepmc.org/articles/PMC7811785?pdf=render
journaltitle,PeerJ
authorinfo,Jung J
title,"Comparative analysis and implications of the chloroplast genomes of three thistles (<i>Carduus</i> L., Asteraceae)."
