,Info_By_EuropePMC_Api
downloaded,True
htmllinks,https://europepmc.org/articles/PMC7787535
pdflinks,https://europepmc.org/articles/PMC7787535?pdf=render
journaltitle,PloS one
authorinfo,Kemp L
title,80 questions for UK biological security.
