,Info_By_EuropePMC_Api
downloaded,True
htmllinks,https://europepmc.org/articles/PMC7866673
pdflinks,https://europepmc.org/articles/PMC7866673?pdf=render
journaltitle,Journal of ethnobiology and ethnomedicine
authorinfo,Geertsma IP
title,What's in a name? Revisiting medicinal and religious plants at an Amazonian market.
