,Info_By_EuropePMC_Api
downloaded,True
htmllinks,https://europepmc.org/articles/PMC7824498
pdflinks,https://europepmc.org/articles/PMC7824498?pdf=render
journaltitle,"Plants (Basel, Switzerland)"
authorinfo,Anh H
title,"Antioxidant, Anti-tyrosinase, Anti-α-amylase, and Cytotoxic Potentials of the Invasive Weed <i>Andropogon virginicus</i>."
