52,30,49,36,21,32,26,19,22,21,21,14,23,29,12,7,13,7,16,19,15,11,13,16,18
45,28,45,37,21,36,26,16,22,17,16,13,19,27,10,7,13,11,10,17,15,10,9,14,18
23,21,22,16,10,20,24,12,14,18,20,11,10,13,10,10,11,6,9,12,10,8,13,11,11
29,23,41,29,14,28,20,9,12,17,11,13,12,16,7,6,13,6,10,15,8,7,10,11,11
23,19,24,20,9,19,17,6,10,17,17,12,6,15,2,11,12,8,10,12,12,3,7,9,8
8,13,10,5,6,16,12,11,10,9,11,3,5,7,2,7,6,8,9,9,4,6,8,7,5
10,8,8,5,8,12,10,6,8,12,7,10,4,7,6,6,3,7,8,8,5,8,7,6,5
12,8,15,13,9,11,11,7,9,8,10,7,5,9,5,5,12,4,7,6,8,4,13,13,7
7,8,8,5,5,6,7,6,4,4,8,2,4,6,2,1,4,0,2,4,2,4,3,1,3
10,7,12,5,8,9,11,4,7,7,8,4,4,6,4,3,2,2,4,5,4,3,6,3,6
13,8,15,11,7,10,8,3,9,6,5,9,2,7,3,4,5,5,6,6,4,6,8,9,5
15,12,16,15,9,15,11,8,11,10,12,10,5,15,4,7,10,6,8,12,12,6,15,19,8
15,10,14,13,5,6,6,3,10,5,6,6,4,8,2,5,6,3,4,5,1,1,7,7,3
8,8,11,4,6,7,7,7,10,10,7,3,6,2,6,5,4,6,4,6,3,3,3,2,5
13,11,17,13,7,17,9,3,4,9,5,7,2,7,1,4,4,3,3,8,6,0,4,5,3
9,8,8,7,3,7,6,1,3,5,5,5,0,3,4,4,6,5,2,3,1,2,3,4,3
7,4,5,5,1,6,6,2,3,5,3,4,2,3,1,4,5,4,3,2,3,2,1,3,4
3,4,3,1,1,4,5,2,1,5,1,1,3,1,2,2,0,3,0,0,2,2,1,1,2
6,4,8,3,3,7,5,3,12,2,4,7,2,4,3,2,4,2,7,1,3,3,3,4,3
4,2,3,1,1,2,1,1,1,2,1,2,1,0,0,2,2,2,0,0,0,1,1,0,1
9,6,9,5,3,3,5,5,9,5,4,3,5,8,5,3,5,1,2,5,2,4,5,4,5
3,4,2,2,2,3,3,5,3,2,2,3,2,3,2,4,1,8,2,2,2,4,1,2,2
6,6,8,3,2,4,4,1,4,7,4,5,0,2,0,3,5,1,5,2,2,1,4,3,3
5,4,8,5,3,5,4,3,5,3,3,4,2,8,2,3,4,1,2,3,4,2,9,9,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
