Acetobacter aceti
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Enterococcus faecalis
Epidermophyton floccosum
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli
Escherichia coli 
Escherichia coli 
Eucalyptus cinerea
Fusarium culmorum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum
Fusarium graminearum 
Fusarium moniliforme
Fusarium oxysporum
Fusarium oxysporum
Fusarium oxysporum
Fusarium sporotrichioides
Fusarium spp.
Klebsiella pneumonia
Klebsiella pneumonia
Klebsiella pneumoniae
Klebsiella pneumoniae 
Lasioderma serricorne
Leishmania amazonensis
Leishmania major
Liposcelis bostrychophila
Listeria ivanovii
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria monocytogenes
Listeria plantarum
Macrophomina phaseolina
micro-organisms
Micrococcus flavus
Micrococcus flavus
Micrococcus luteus
Micrococcus luteus
Micrococcus luteus
Microsporum canis
Microsporum canis
Microsporum canis
Microsporum gypseum
Monilinia fructicola
Monilinia fructicola
Monilinia fructigena
Monilinia laxa
Mycobacterium smegmatis
Neisseria gonorrhea
Paracoccidioides brasiliensis
Pectobacterium atrosepticum
Pectobacterium carotovorum
Penicillium citrinum
Penicillium corylophilum
Penicillium expansum
Penicillium funiculosum
Penicillium ochrochloron
Penicillium purpurogenum 
Penicillium spp.
Penicillium viridicatum
Photobacterium phosphoreum
Proteus vulgaris
Proteus vulgaris
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa
Pseudomonas aeruginosa 
Pseudomonas aeruginosa 
Pseudomonas aeruginosa 
Pseudomonas savastanoi
Pseudomonas syringae
Rhipicephalus microplus
Rhizoctonia solani
Rhizoctonia solani
Rhizopus stolonifer
Rhodotorula mucilaginosa
Rhyzopertha dominica
Robrardoterolla
Saccharomyces cerevisiae
Saccharomyces cerevisiae
Saccharomyces cerevisiae
Sacharomyces cerevaceae
Salmonella agona
Salmonella choleraesuis
Salmonella enterica
Salmonella enterica
Salmonella enterica
Salmonella enteritidis
Salmonella enteritidis
Salmonella enteritidis
Salmonella paratyphi
Salmonella spp.
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Salmonella typhimurium
Sclerotium rolfsii
Serratia marcescens
Shigella boydii
Shigella dysenteriae
Shigella dysenteriae 
Shigella sonnei
Sitophilus oryzae
Sitophilus zeamais
Spodoptera littoralis
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus
Staphylococcus aureus 
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus epidermidis
Staphylococcus epidermidis
Streptococcus agalactiae
Streptococcus mutans
Streptococcus paeumoniae
Streptococcus pyogenes
Streptococcus pyogenes
Streptococcus uberis
Tiarosporella phaseolina 
Tribolium castaneum
Tribolium castaneum
Tribolium confusum
Trichoderma spp.
Trichophyton mentagrophytes
Trichophyton mentagrophytes
Trichophyton schoenleinii
Trichophyton verrucosum
Tricophyton mentagrophytes
Trypanosoma brucei
Verticillium dahliae
Vibrio spp.
Xanthomonas campestris
Yersinia enterocolitica
Yersinia enterocolitica
