662,168,104,17,11,7,6,3,0,1
168,286,49,7,8,3,3,1,0,2
104,49,144,16,11,7,6,3,0,0
17,7,16,22,0,0,0,0,0,0
11,8,11,0,18,1,0,0,0,0
7,3,7,0,1,9,2,0,0,0
6,3,6,0,0,2,6,0,0,0
3,1,3,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,3,0
1,2,0,0,0,0,0,0,0,3
