,Info_By_EuropePMC_Api
downloaded,True
htmllinks,https://europepmc.org/articles/PMC7827223
pdflinks,https://europepmc.org/articles/PMC7827223?pdf=render
journaltitle,"Sensors (Basel, Switzerland)"
authorinfo,Kentsch S
title,"Analysis of UAV-Acquired Wetland Orthomosaics Using GIS, Computer Vision, Computational Topology and Deep Learning."
